id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
5181631644819730000,0,14102903,1005,0,0ae8f59e,e93c2f77,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,934d2488,d787e91b,1,0,22992,320,50,2657,3,38,100084,23
7818898006947480000,0,14102404,1005,0,fec6e632,ace5b8fd,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c1db35ae,cfda8af0,1,0,21153,320,50,2420,2,35,100148,69
14430786164804900000,0,14102207,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7577d9c1,4ea23a13,1,0,21759,320,50,2502,0,35,100083,221
18025858977389100000,0,14102809,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1a8a2bad,be6db1d7,1,0,22683,320,50,2528,0,39,100081,221
2588612013307960000,0,14102607,1005,0,fec6e632,ace5b8fd,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,524f1eb0,a0f5f879,1,0,21153,320,50,2420,2,35,100148,69
5796976895412250000,0,14102314,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51c53be0,d787e91b,1,0,15705,320,50,1722,0,35,-1,79
6919871387721680000,0,14102907,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,df973e39,ba04a9e3,1,0,22738,320,50,2636,0,47,100111,70
8223436648776940000,0,14102207,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,6658073f,24f6b932,1,0,21790,320,50,2513,3,35,-1,68
14615226872513600000,0,14102711,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dce6cce2,6ac9eb05,1,0,19771,320,50,2227,0,935,100075,48
5042241220594910000,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,b72692c8,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
7793680363913730000,1,14102406,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a2c94835,43617dfa,1,0,16920,320,50,1899,0,431,100081,117
3285717742317320000,0,14102618,1005,0,ffcff165,daddcd03,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bf11d76a,d787e91b,1,0,17239,320,50,1973,3,39,-1,23
2479145692820580000,0,14102518,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fbe67f0d,d787e91b,1,0,22259,320,50,2545,0,167,-1,221
12934982387876500000,0,14102719,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,50b9d183,a8d2c4cf,1,0,15701,320,50,1722,0,35,100084,79
17243364877665100000,0,14102509,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,97162ef1,6ac9eb05,1,0,19771,320,50,2227,0,679,100075,48
7829740019042140000,0,14102223,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,df96a37a,0153a639,1,0,15705,320,50,1722,0,35,100084,79
4269220565127510000,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,292312e9,35801c8e,cdf6ea96,1,0,4687,320,50,423,2,39,-1,32
3959873679223520000,0,14102106,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fd72f9a0,be6db1d7,1,0,20005,320,50,2283,0,163,-1,95
10048651960371100000,0,14102217,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,779d90c2,1,0,15707,320,50,1722,0,35,-1,79
6289907233964590000,0,14102212,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,998f79c8,84ebbcd4,1,0,21769,320,50,2507,0,35,100084,157
6828794044383500000,0,14102620,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7d0286c9,0dc22ebc,1,0,17262,320,50,1872,3,39,-1,23
3427324538695410000,1,14102117,1002,0,85f751fd,c4e18dd6,50e219e0,dfdd226c,7801e8d9,07d7df22,8021eb5b,dc257bc4,8debacdb,0,0,21249,320,50,2441,0,169,100162,91
10659967756401400000,1,14102713,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,37b3fd2c,81b42528,1,0,20108,320,50,2299,2,1327,-1,52
1.8248025793149e+19,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,336b1c65,2347f47a,0f2161f8,a99f214a,4b3b29d9,09137ff4,1,0,21767,320,50,2506,0,35,100111,157
1818150098238700000,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,69c9f404,e24c8b65,1,2,15699,320,50,1722,0,35,100083,79
4307312563152950000,0,14102202,1005,0,85f751fd,c4e18dd6,50e219e0,3aa4245a,2347f47a,f95efa07,a99f214a,eec6f784,fa61e8fe,1,0,380,320,50,112,3,1319,-1,15
416698012900293000,0,14102104,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
11480652223153600000,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,2a806520,a10bbbc2,1,2,23143,320,50,2665,0,34,-1,221
7956373762505270000,0,14102819,1002,0,2c4ed2f7,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,72f9eb1b,ac826d75,09d87df2,0,0,23417,216,36,2682,1,419,-1,212
13388478057787100000,0,14102119,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,e92e1aea,f4fffcd0,1,0,20508,320,50,2351,3,163,-1,61
16361690201034800000,0,14102218,1005,0,85f751fd,c4e18dd6,50e219e0,d44c074c,ae637522,cef3e649,a99f214a,e526659e,2692a96a,1,3,21189,320,50,2424,1,161,100193,71
7534420142577240000,1,14102110,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,33018272,711ee120,1,0,17614,320,50,1993,2,1063,100084,33
15855158647509800000,0,14102505,1005,1,faf9c1c2,c8223ee3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ec0cbf7e,7abbbd5c,1,0,22288,320,50,2572,3,297,100155,42
10371766167179100000,0,14102201,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8b59cf8b,8a4875bd,1,0,21762,320,50,2502,0,35,-1,221
2279791321159610000,0,14102511,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9601e723,1f0bc64f,1,0,20633,320,50,2374,3,39,-1,23
4891686429508790000,0,14102622,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a999cc2e,99e427c9,1,0,19743,320,50,2264,3,427,100000,61
13899721755452600000,0,14102912,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41b733bb,1b01c4ed,1,0,22680,320,50,2528,0,167,-1,221
1.0151811690525e+19,0,14102304,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,a0f5f879,1,0,21869,320,50,2524,0,35,-1,221
4778661811266710000,0,14102405,1001,0,85f751fd,c4e18dd6,50e219e0,4f5aa43d,7801e8d9,2281a340,66c77c11,c815e7bc,f07e20f8,1,0,20476,320,50,2348,3,427,100005,61
10094530062445700000,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b3ea8b24,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
2600107133425930000,0,14102802,1002,0,a8f0cf05,e25c22b2,50e219e0,ecad2386,7801e8d9,07d7df22,be68beaa,a1a89317,90bcc8bd,0,0,22702,300,50,2624,0,35,100077,221
12014906273391800000,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,a0a45985,885c7f3f,0f2161f8,a99f214a,23173394,d787e91b,1,0,20128,320,50,2303,2,39,-1,23
8750889398610200000,0,14102715,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,8b6ce250,2b63b592,021b641d,0,0,22776,320,50,2642,2,35,100013,23
1226449002032480000,0,14102406,1005,0,d092ebf2,7f66e0f2,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,54ecdb4a,c343857c,1,0,21153,320,50,2420,2,35,-1,69
17557718459958600000,1,14102807,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,34b501fe,a5bce124,1,0,20108,320,50,2299,2,1327,100084,52
7345882590753670000,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,802468e1,a9e0c3ab,1,0,21768,320,50,2506,0,35,-1,157
8955792015428700000,0,14102618,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f70a391b,9f4f9b1c,1,0,20394,320,50,2340,3,1065,100111,159
13365904159884100000,0,14102705,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4afce743,d787e91b,1,0,22676,320,50,2616,0,35,-1,51
7666387148608490000,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,0c533bbe,2891f384,1,0,21191,320,50,2424,1,161,100190,71
1199545559098110000,0,14102220,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,587f3077,8966189c,1,0,20093,300,250,2295,2,35,100075,23
14775863466676700000,0,14102311,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,5db079b5,1,2,15703,320,50,1722,0,35,-1,79
864278085647406000,0,14102605,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f7853e5a,c9a7ccb1,1,0,17262,320,50,1872,3,39,-1,23
8029080561192560000,0,14102310,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74cb1ce0,d787e91b,1,0,17893,320,50,2039,2,39,100081,32
3811875034447090000,0,14102614,1005,1,dfc6489e,37cbd557,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,51d87549,8f5c9827,1,0,19772,320,50,2227,0,935,100081,48
4396517717571970000,0,14102823,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,8979fcec,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79
11675842568836900000,0,14102213,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4b8efbee,36a30aeb,1,0,21769,320,50,2507,0,35,100084,157
7198221276123230000,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,a99f214a,a5803ae8,ff065cf0,1,2,9236,320,50,863,3,169,100105,61
11738972076821800000,0,14102509,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f8415198,be6db1d7,1,0,16615,320,50,1863,3,39,-1,23
4658785053031030000,0,14102809,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bd3e8998,1f0bc64f,1,0,22254,320,50,2545,0,167,100083,221
14351002826338500000,0,14102815,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,69e44cbe,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
5802026480341020000,0,14102211,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4c1cab9,8a4875bd,1,0,21875,320,50,2526,0,35,-1,221
8971024384117870000,0,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,2f85aca1,7801e8d9,0f2161f8,d2d0da14,7701c6bb,a5bce124,1,0,22728,300,50,2631,0,35,-1,221
9786060952107420000,0,14102911,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,94cb96d3,054c8edf,1,3,21191,320,50,2424,1,175,100190,71
9595178189103090000,0,14102304,1005,0,c0bc565a,63b3dcbd,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,0937ea37,c0120dcf,1,0,17863,300,250,2036,3,47,-1,156
4799589041905490000,0,14102609,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4f49e114,d787e91b,1,0,20251,320,50,2323,0,687,100081,48
6216888450925290000,0,14102906,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,02cbd0a4,57e33432,1,0,20213,320,50,2316,0,167,100079,16
7426537207638730000,0,14102322,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e04c186e,36d749e5,1,0,15699,320,50,1722,0,35,-1,79
3677531524758530000,0,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7c97aa59,301d587a,1,0,15708,320,50,1722,0,35,100084,79
12235647978622300000,0,14102722,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0df15035,c6263d8a,1,0,15705,320,50,1722,0,35,100084,79
1519119409884250000,0,14102909,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f5e8491f,a5bce124,1,0,23141,320,50,2664,0,35,100083,51
8338304989481840000,1,14102202,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b0dbcc3e,3bd9e8e7,1,0,21761,320,50,2502,0,35,100084,221
166544851870572000,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,1980898c,7801e8d9,0f2161f8,a99f214a,9c82a673,ae7d30c3,1,0,21767,320,50,2506,0,35,-1,157
2653720819097690000,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,0192296b,72952010,1,0,21767,320,50,2506,0,35,100143,157
11359987421560600000,0,14102718,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7eeac961,a0f5f879,1,0,15704,320,50,1722,0,35,-1,79
18009518254670300000,0,14102217,1005,0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff1c4f79,0eb711ec,1,0,15706,320,50,1722,0,35,-1,79
829898682986306000,0,14102214,1005,1,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32cd5b38,f60c2fd3,1,0,9478,320,50,906,3,1451,100156,61
6319708430689390000,0,14102415,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d16e7a44,0eb711ec,1,0,15704,320,50,1722,0,35,-1,79
13928638964146900000,1,14102710,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7285efd4,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
9402713953378730000,1,14102921,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,00fbae2f,1f0bc64f,1,0,23722,320,50,2716,3,47,-1,23
2805508634821540000,0,14102410,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d96c2fd2,e1eae715,1,3,22318,320,50,2574,1,161,100190,71
3938523572381150000,0,14102615,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bdc6664b,86030d43,1,0,19772,320,50,2227,0,935,100077,48
16611322246980200000,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,680e6a92,2347f47a,0f2161f8,a99f214a,60ac6ed3,2891f384,1,0,23725,320,50,2716,3,47,-1,23
16210478658344300000,0,14102219,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,0153a639,1,0,15704,320,50,1722,0,35,-1,79
15517620501504800000,0,14102205,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,5ddab9fd,68f81307,620311f4,1,0,21694,320,50,2497,3,43,100151,42
15718113823207300000,0,14102905,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3d1f7695,76dc4769,1,0,23138,320,50,2664,0,35,100083,51
5023082726086120000,0,14102606,1002,0,ff9d066a,15a37720,50e219e0,ecad2386,7801e8d9,07d7df22,361ae9e0,ea95c59d,d9d47e05,0,0,5299,320,50,479,3,39,-1,23
7325073375478500000,0,14102914,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,687b93b3,7feb67f8,1,0,19772,320,50,2227,0,935,100079,48
18135194745206300000,0,14102310,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,18cbd5e7,be6db1d7,1,0,22137,320,50,1702,0,1059,100074,110
12177572738005300000,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8bb2ed84,56f254f5,1,0,15708,320,50,1722,0,35,-1,79
5220069335959910000,0,14102808,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e0634362,8a4875bd,1,0,22680,320,50,2528,0,39,100075,221
7152210467684440000,0,14102301,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e5084982,24f6b932,1,0,15701,320,50,1722,0,35,-1,79
1.6600038438598e+19,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9baebb6b,1c6a881d,1,2,22676,320,50,2616,0,35,-1,51
8282363546818440000,1,14102712,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1511fdc2,ef726eae,1,0,19015,300,250,2162,2,39,-1,33
12726942999740100000,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,3919eb94,1,0,15705,320,50,1722,0,35,-1,79
16393916441727600000,1,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,4eef7bdf,1c895c8c,0f2161f8,85b8ede9,3db428a2,a76867c2,1,2,19775,320,50,2229,0,687,100031,48
2029813319117340000,1,14102308,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7d62f4c4,711ee120,1,0,17894,320,50,2039,2,39,-1,32
5324639310614360000,0,14102913,1005,0,4a02380f,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,54c8839c,04258293,1,0,19771,320,50,2227,0,935,100079,48
233896544040178000,0,14102304,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,b2c8ed58,1f0bc64f,1,0,6402,320,50,550,3,39,-1,23
13675949315565900000,1,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,aadd2a97,798f5f70,779d90c2,1,0,6616,320,50,576,2,35,-1,32
2104137540012470000,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a9034745,72a00661,1,0,21207,320,50,2429,3,171,100133,61
1184046298626980000,0,14102304,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d94eb87,c144e605,1,0,18854,320,50,1882,3,35,-1,13
5710622938392430000,1,14102705,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,84a44a9f,8a4875bd,1,0,20632,320,50,2374,3,39,-1,23
5433035565149290000,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,092659b4,e1eae715,1,3,21191,320,50,2424,1,161,100193,71
4523726444307460000,0,14102306,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,094df870,be6db1d7,1,0,21981,320,50,2532,0,675,100081,48
13199452518915600000,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,ddd4adac,2b557631,1,0,21769,320,50,2507,0,35,-1,157
2319690421656740000,0,14102203,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,afefbd6b,5db079b5,1,2,21763,320,50,2502,0,35,100083,221
6107433720457120000,1,14102614,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0a2d4fb7,daa861e9,1,0,19016,300,250,2162,2,39,-1,33
5898091896855700000,0,14102908,1005,0,85f751fd,c4e18dd6,50e219e0,8b89048f,2347f47a,cef3e649,4c0707cf,3e13764f,1610002a,1,3,20071,320,50,2291,3,35,-1,43
1973328102627860000,0,14102814,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,22800eff,1,0,23167,320,50,2668,0,35,-1,221
13568187718120200000,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,717618f9,83ba19d9,ef726eae,1,0,18539,320,50,2104,3,1583,-1,171
8278745360084330000,1,14102615,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f0751c00,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
1.0627229333708e+19,1,14102708,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a6e3cba8,36d749e5,1,0,15704,320,50,1722,0,35,-1,79
5933621355677730000,0,14102112,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,94cf2a48,451af639,1,0,19771,320,50,2227,0,687,100077,48
884337903934684000,0,14102511,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,70a9b515,be6db1d7,1,0,18856,320,50,1882,3,35,-1,13
14512751060688700000,0,14102121,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,34eb9496,e4a6a646,1,0,17017,320,50,1873,3,39,-1,23
7065552306298820000,0,14102707,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,851866d8,64a7b95b,1,0,19771,320,50,2227,0,935,100079,48
3918229230977110000,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,69acdfbd,ae12c04a,4f3e064a,1,0,21093,320,50,2412,0,171,100059,100
4446662817383850000,0,14102614,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,264749fb,1ccc7835,1,0,20633,320,50,2374,3,39,100148,23
2594410326369730000,0,14102610,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,92787067,496515fa,1,3,21189,320,50,2424,1,161,100193,71
8891640190428030000,0,14102913,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,e68663fd,711ee120,1,0,23562,320,50,2691,0,419,100083,212
6985864728512680000,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1ef4c7f0,2692a96a,1,3,21191,320,50,2424,1,161,100189,71
14331598656955700000,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5997c618,e1eae715,1,3,21191,320,50,2424,1,161,100193,71
6820459686946330000,0,14102908,1005,0,419a32e2,6390786d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5db56be6,fae6e11e,1,0,23730,300,250,2717,2,35,100028,23
1097019025181880000,1,14102608,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0fc74ee0,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
16027076447679800000,0,14102207,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8d8ce51,05e70df4,1,0,17758,300,250,2016,2,39,-1,117
16750060619931600000,0,14102817,1002,0,2135e051,480c232d,50e219e0,ecad2386,7801e8d9,07d7df22,8dab721f,23d1a2d9,c4a565e1,0,0,23438,320,50,2684,2,1319,-1,52
1231182873842310000,0,14102913,1005,0,4a02380f,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a34ad87d,be6db1d7,1,0,20006,320,50,2283,0,163,100076,95
325809040829321000,0,14102212,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5f8f49e4,84ebbcd4,1,0,21764,216,36,2506,0,35,-1,157
86961629289845500,0,14102309,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,363b15a5,6332421a,1,0,22106,320,50,2545,0,39,100084,221
